race_id,year,circuit_id,is_street_circuit,lap_number,total_laps,status_sc_active,status_vsc_active,num_cars_running,min_gap_between_any_cars,num_pairs_gap_lt_1s,num_pitstops_last_1_lap,avg_tyre_age_laps,air_temperature,humidity,pressure,rainfall,track_temperature,wind_speed,label_sc_next_lap
2023_JEDDAH_R,2023,JEDDAH,1,23,51,0,0,19,0.123,11,0,7.579,26,57,1011,0,31,1.8,0
2023_JEDDAH_R,2023,JEDDAH,1,24,51,0,0,19,0.01,9,0,8.579,26.1,57,1011.2,0,31,1.3,0
2023_JEDDAH_R,2023,JEDDAH,1,25,51,0,0,19,0.116,8,0,9.579,26.1,55,1011,0,31,1.3,0
2023_JEDDAH_R,2023,JEDDAH,1,26,51,0,0,19,0.109,6,0,10.579,26.2,55,1011,0,31,2,0
2023_JEDDAH_R,2023,JEDDAH,1,27,51,0,0,19,0.025,4,0,11.579,26.2,55,1011,0,30.9,1.2,0
2023_JEDDAH_R,2023,JEDDAH,1,28,51,0,0,19,0.216,2,0,12.667,26.2,55,1011,0,31,1,0
2023_JEDDAH_R,2023,JEDDAH,1,29,51,0,0,18,0.073,3,0,13.667,26.3,55,1011,0,31.1,1.2,0
2023_JEDDAH_R,2023,JEDDAH,1,30,51,0,0,18,0.144,4,0,14.667,26.3,55,1011,0,30.9,0.8,0
2023_JEDDAH_R,2023,JEDDAH,1,31,51,0,0,18,0.054,3,0,15.667,26.3,55,1011,0,30.6,1.1,0
2023_JEDDAH_R,2023,JEDDAH,1,32,51,0,0,18,0.054,3,0,16.667,26.3,55,1010.9,0,30.5,1,0
2023_JEDDAH_R,2023,JEDDAH,1,33,51,0,0,18,0.297,3,0,17.667,26.3,55,1011,0,30.5,0.6,0
2023_JEDDAH_R,2023,JEDDAH,1,34,51,0,0,18,0.409,3,0,18.667,26.3,56,1011,0,30.7,1.1,0
2023_JEDDAH_R,2023,JEDDAH,1,35,51,0,0,18,0.51,2,0,19.667,26.2,56,1011.2,0,30.8,0.8,0
2023_JEDDAH_R,2023,JEDDAH,1,36,51,0,0,18,0.53,3,0,19.667,26.2,58,1011.2,0,30.3,1.6,0
2023_JEDDAH_R,2023,JEDDAH,1,37,51,0,0,18,0.736,3,0,20.667,26.2,58,1011.2,0,30.3,1.1,0
2023_JEDDAH_R,2023,JEDDAH,1,38,51,0,0,18,0.447,3,0,21.667,26.1,58,1011.2,0,30.7,1.7,0
2023_JEDDAH_R,2023,JEDDAH,1,39,51,0,0,18,0.051,3,0,22.667,26,59,1011,0,30.3,1.7,0
2023_JEDDAH_R,2023,JEDDAH,1,40,51,0,0,18,0.089,3,0,23.667,26,59,1011.2,0,30.2,2,0
2023_JEDDAH_R,2023,JEDDAH,1,41,51,0,0,18,0.005,3,0,24.667,26,59,1011.2,0,30.1,1.7,0
2023_JEDDAH_R,2023,JEDDAH,1,42,51,0,0,18,0.263,4,0,25.667,26,59,1011.2,0,30.3,1.2,0
2023_JEDDAH_R,2023,JEDDAH,1,43,51,0,0,18,0.001,1,0,26.667,25.9,59,1011.2,0,30.5,2.2,0
2023_JEDDAH_R,2023,JEDDAH,1,44,51,0,0,18,0.185,3,0,27.667,25.9,59,1011.2,0,30.5,2.5,0
2023_JEDDAH_R,2023,JEDDAH,1,45,51,0,0,18,0.465,3,0,28.667,26,59,1011.4,0,30.3,0.6,0
2023_JEDDAH_R,2023,JEDDAH,1,46,51,0,0,18,0.065,2,0,29.667,26,59,1011.2,0,30.3,1.2,0
2023_JEDDAH_R,2023,JEDDAH,1,47,51,0,0,18,0.078,2,0,30.667,26,60,1011.2,0,30.2,1.2,0
2023_JEDDAH_R,2023,JEDDAH,1,48,51,0,0,18,0.297,2,0,31.667,26,59,1011.2,0,30.2,0.4,0
2023_JEDDAH_R,2023,JEDDAH,1,49,51,0,0,18,0.715,3,0,32.667,26,59,1011.2,0,30.1,1.7,0
2023_JEDDAH_R,2023,JEDDAH,1,50,51,0,0,17,0.132,1,0,34.765,25.9,60,1011.2,0,30,1.1,0
2023_JEDDAH_R,2023,JEDDAH,1,51,51,0,0,1,0.132,0,0,34.765,25.9,60,1011.2,0,30,1.1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,1,59,0,0,20,0,19,0,1.1,16.9,57,1018.4,0,23.7,2.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,2,59,1,0,19,0.311,7,0,2.1,17.6,53,1018.5,0,34.1,0.5,1
2023_MELBOURNE_R,2023,MELBOURNE,1,3,59,0,0,19,0.075,14,0,3.05,17.6,52,1018.5,0,34.3,1.5,1
2023_MELBOURNE_R,2023,MELBOURNE,1,4,59,0,0,19,0.038,10,0,4.05,17.8,52,1018.5,0,34.3,0.8,1
2023_MELBOURNE_R,2023,MELBOURNE,1,5,59,0,0,19,0.005,10,0,5.05,17.8,52,1018.5,0,34,1.2,1
2023_MELBOURNE_R,2023,MELBOURNE,1,6,59,0,0,19,0.047,9,0,6.05,17.7,52,1018.5,0,33.7,1,1
2023_MELBOURNE_R,2023,MELBOURNE,1,7,59,0,0,19,0.163,8,0,7.053,17.7,52,1018.5,0,33.7,1,1
2023_MELBOURNE_R,2023,MELBOURNE,1,8,59,1,0,18,1.783,0,0,7.105,17.6,52,1018.5,0,33.4,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,9,59,1,0,18,0.062,16,0,3.632,17.7,52,1018.5,0,32.7,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,10,59,1,0,18,0.066,14,0,4.632,18,52,1018.4,0,32.9,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,11,59,1,0,18,0.002,11,0,5.632,18,51,1018.5,0,33,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,12,59,1,0,18,0.016,9,0,6.632,18,51,1018.4,0,33,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,13,59,1,0,18,0.075,11,0,7.632,18,52,1018.4,0,32.9,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,14,59,1,0,18,0.021,11,0,8.632,18,50,1018.5,0,32.8,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,15,59,1,0,18,0.028,11,0,9.632,18.1,51,1018.2,0,32.5,1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,16,59,1,0,18,0.011,9,0,10.632,18,51,1018.4,0,32.5,1.1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,17,59,1,0,18,0.086,9,0,11.632,17.9,50,1018.4,0,32.1,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,18,59,1,0,18,0.579,3,0,12.667,17.9,50,1018.4,0,32.1,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,19,59,1,0,17,0.175,5,0,13.667,17.9,51,1018.5,0,32,1.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,20,59,1,0,17,0.013,5,0,14.667,17.9,51,1018.4,0,31.7,1.3,0
2023_MELBOURNE_R,2023,MELBOURNE,1,21,59,1,0,17,0.037,6,0,15.667,17.8,54,1018.2,0,31.7,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,22,59,1,0,17,0.485,4,0,16.667,17.9,54,1018.2,0,31.7,1.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,23,59,1,0,17,0.176,5,0,17.667,17.8,53,1018.2,0,31.7,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,24,59,1,0,17,0.036,5,0,18.667,17.7,55,1018.2,0,31.7,1.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,25,59,1,0,17,0.028,5,0,19.667,17.8,53,1018.2,0,31.4,1.7,0
2023_MELBOURNE_R,2023,MELBOURNE,1,26,59,1,0,17,0.125,6,0,20.667,17.7,52,1018.2,0,31.4,1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,27,59,1,0,17,0.011,4,0,21.667,17.8,54,1018.2,0,31.4,1.6,0
